date,cname,measure,count
2020-05-07,United States,Cases,1228603
2020-05-07,United States,Deaths,73431
2020-05-08,Belgium,Cases,51420
2020-05-08,Belgium,Deaths,8415
2020-05-08,France,Cases,137779
2020-05-08,France,Deaths,25987
2020-05-08,Germany,Cases,167300
2020-05-08,Germany,Deaths,7266
2020-05-08,Italy,Cases,215858
2020-05-08,Italy,Deaths,29958
2020-05-08,Sweden,Cases,24623
2020-05-08,Sweden,Deaths,3040
2020-05-08,United States,Cases,1256972
2020-05-08,United States,Deaths,75670
2020-05-09,Belgium,Cases,52011
2020-05-09,Belgium,Deaths,8521
2020-05-09,France,Cases,138421
2020-05-09,France,Deaths,26230
2020-05-09,Germany,Cases,168551
2020-05-09,Germany,Deaths,7369
2020-05-09,Italy,Cases,217185
2020-05-09,Italy,Deaths,30201
2020-05-09,Sweden,Cases,25265
2020-05-09,Sweden,Deaths,3175
2020-05-09,United States,Cases,1283929
2020-05-09,United States,Deaths,77180
2020-05-10,Belgium,Cases,52596
2020-05-10,Belgium,Deaths,8581
2020-05-10,France,Cases,138854
2020-05-10,France,Deaths,26310
2020-05-10,Germany,Cases,169218
2020-05-10,Germany,Deaths,7395
2020-05-10,Italy,Cases,218268
2020-05-10,Italy,Deaths,30395
2020-05-10,Sweden,Cases,25921
2020-05-10,Sweden,Deaths,3220
2020-05-10,United States,Cases,1309541
2020-05-10,United States,Deaths,78794
2020-05-11,Belgium,Cases,53081
2020-05-11,Belgium,Deaths,8656
2020-05-11,France,Cases,139063
2020-05-11,France,Deaths,26380
2020-05-11,Germany,Cases,169575
2020-05-11,Germany,Deaths,7417
2020-05-11,Italy,Cases,219070
2020-05-11,Italy,Deaths,30560
2020-05-11,Sweden,Cases,26322
2020-05-11,Sweden,Deaths,3225
2020-05-11,United States,Cases,1329799
2020-05-11,United States,Deaths,79528
2020-05-12,Belgium,Cases,53449
2020-05-12,Belgium,Deaths,8707
2020-05-12,France,Cases,139519
2020-05-12,France,Deaths,26643
2020-05-12,Germany,Cases,170508
2020-05-12,Germany,Deaths,7533
2020-05-12,Italy,Cases,219814
2020-05-12,Italy,Deaths,30739
2020-05-12,Sweden,Cases,26670
2020-05-12,Sweden,Deaths,3256
2020-05-12,United States,Cases,1347916
2020-05-12,United States,Deaths,80684
2020-05-13,Belgium,Cases,53779
2020-05-13,Belgium,Deaths,8761
2020-05-13,France,Cases,140227
2020-05-13,France,Deaths,26991
2020-05-13,Germany,Cases,171306
2020-05-13,Germany,Deaths,7634
2020-05-13,Italy,Cases,221216
2020-05-13,Italy,Deaths,30911
2020-05-13,Sweden,Cases,27272
2020-05-13,Sweden,Deaths,3313
2020-05-13,United States,Cases,1369964
2020-05-13,United States,Deaths,82387
2020-05-14,Belgium,Cases,53981
2020-05-14,Belgium,Deaths,8843
2020-05-14,France,Cases,140734
2020-05-14,France,Deaths,27074
2020-05-14,Germany,Cases,172239
2020-05-14,Germany,Deaths,7723
2020-05-14,Italy,Cases,222104
2020-05-14,Italy,Deaths,31106
2020-05-14,Sweden,Cases,27909
2020-05-14,Sweden,Deaths,3460
2020-05-14,United States,Cases,1390746
2020-05-14,United States,Deaths,84133
2020-05-15,Belgium,Cases,54288
2020-05-15,Belgium,Deaths,8903
2020-05-15,France,Cases,141356
2020-05-15,France,Deaths,27425
2020-05-15,Germany,Cases,173152
2020-05-15,Germany,Deaths,7824
2020-05-15,Italy,Cases,223096
2020-05-15,Italy,Deaths,31368
2020-05-15,Sweden,Cases,28582
2020-05-15,Sweden,Deaths,3529
2020-05-15,United States,Cases,1417889
2020-05-15,United States,Deaths,85906
2020-05-16,Belgium,Cases,54644
2020-05-16,Belgium,Deaths,8959
2020-05-16,France,Cases,141919
2020-05-16,France,Deaths,27529
2020-05-16,Germany,Cases,173772
2020-05-16,Germany,Deaths,7881
2020-05-16,Italy,Cases,223885
2020-05-16,Italy,Deaths,31610
2020-05-16,Sweden,Cases,29207
2020-05-16,Sweden,Deaths,3646
2020-05-16,United States,Cases,1443397
2020-05-16,United States,Deaths,87568
2020-05-17,Belgium,Cases,54989
2020-05-17,Belgium,Deaths,9005
2020-05-17,France,Cases,142291
2020-05-17,France,Deaths,27625
2020-05-17,Germany,Cases,174355
2020-05-17,Germany,Deaths,7914
2020-05-17,Italy,Cases,224760
2020-05-17,Italy,Deaths,31763
2020-05-17,Sweden,Cases,29677
2020-05-17,Sweden,Deaths,3674
2020-05-17,United States,Cases,1467884
2020-05-17,United States,Deaths,88754
